          50
   7745.0000      2.65999995E-02   330.00000       209000.00      0.31999999       1.7399499      0.15000001    
   6071.0000      2.93099992E-02   330.00000       209000.00      0.31999999       1.7399499      0.14500000    
   4631.0000      3.23700011E-02   330.00000       209000.00      0.31999999       1.7399499      0.13990000    
   3182.0000      3.31799984E-02   330.00000       209000.00      0.31999999       1.7399499      0.13490000    
   2158.0000      3.38700004E-02   330.00000       209000.00      0.31999999       1.7399499      0.13120000    
   1397.0000      3.76800001E-02   330.00000       209000.00      0.31999999       1.7399499      0.13030000    
   925.40002      4.11200002E-02   330.00000       209000.00      0.31999999       1.7399499      0.12880000    
   572.00000      5.00900000E-02   330.00000       209000.00      0.31999999       1.7389264      0.12470000    
   366.70001      5.96599989E-02   330.00000       209000.00      0.31999999       1.7368795      0.11850000    
   158.30000      9.16799977E-02   330.00000       209000.00      0.31950000       1.7327853      0.10940000    
   69.959999      0.13130000       330.00000       209000.00      0.31790000       1.7245973      9.96199995E-02
   36.130001      0.21490000       330.00000       209000.00      0.31400001       1.7143624      8.96399990E-02
   19.059999      0.30950001       330.00000       209000.00      0.30950001       1.7010568      7.81399980E-02
   10.850000      0.38460001       330.00000       209000.00      0.30480000       1.6836574      6.37400001E-02
   5.9270000      0.50300002       330.00000       209000.00      0.29990000       1.6642110      5.02500013E-02
   5.0000000      0.65050000       330.00000       209000.00      0.29440001       1.6427175      3.94099988E-02
   3.9500000      0.87010002       330.00000       209000.00      0.28770000       1.6191770      3.06899995E-02
   3.8499999       1.1870000       330.00000       209000.00      0.27829999       1.5894954      2.48900000E-02
   3.8250000       1.5870000       330.00000       209000.00      0.26710001       1.5567435      1.96599998E-02
   3.8499999       2.0300000       330.00000       209000.00      0.25270000       1.5147799      1.54900001E-02
   3.9000001       2.5790000       330.00000       209000.00      0.23649999       1.4574640      1.33100003E-02
   3.9749999       3.0280001       330.00000       209000.00      0.21940000       1.3868425      1.23199997E-02
   4.0650001       3.6470001       330.00000       209000.00      0.20510000       1.3018919      1.23199997E-02
   4.1999998       4.1680002       330.00000       209000.00      0.19670001       1.2189884      1.30700003E-02
   4.3000002       4.6269999       330.00000       209000.00      0.18750000       1.1442730      1.40000004E-02
   4.4250002       5.1180000       330.00000       209000.00      0.17560001       1.0797924      1.49800004E-02
   4.5749998       5.8030000       330.00000       209000.00      0.15880001       1.0101944      1.59799997E-02
   4.7249999       6.5530000       330.00000       209000.00      0.14160000      0.93506962      1.71000008E-02
   4.8249998       7.3730001       330.00000       209000.00      0.11650000      0.84950495      1.85000002E-02
   4.9000001       7.8369999       330.00000       209000.00      9.27499980E-02  0.76353097      2.00900007E-02
   4.9499998       7.8000002       330.00000       209000.00      6.69300035E-02  0.67735231      2.21999995E-02
   5.0250001       7.3000002       330.00000       209000.00      4.51299995E-02  0.57704926      2.49700006E-02
   5.1500001       6.1999998       330.00000       209000.00      2.75100004E-02  0.47224289      2.82400008E-02
   5.2249999       5.2500000       330.00000       209000.00      1.59099996E-02  0.37163284      3.24099995E-02
   5.2500000       4.0999999       330.00000       209000.00      9.37800016E-03  0.28381655      3.71700004E-02
   5.2249999       3.0999999       330.00000       209000.00      4.75199986E-03  0.21493499      4.59700003E-02
   5.0999999       1.8000000       330.00000       209000.00      3.00000003E-03  0.16887750      6.63900003E-02
   4.7500000       1.1000000       330.00000       209000.00      2.06499989E-03  0.15352499      0.10730000    
   4.1999998      0.69999999       330.00000       209000.00      1.50699995E-03  0.15352499      0.18619999    
   3.5000000      0.30000001       330.00000       209000.00      1.14900002E-03  0.15352499      0.30590001    
   2.8250000      0.25000000       330.00000       209000.00      8.89000017E-04  0.15352499      0.63749999    
   2.0500000      0.30000001       328.00000       209000.00      7.05600018E-04  0.15352499       1.4970000    
   1.3300000      0.50000000       320.00000       200000.00      5.71599987E-04  0.15352499       3.2390001    
  0.85000002      0.69999999       310.00000       190000.00      4.70800005E-04  0.14329000       5.8429999    
  0.54000002      0.69999999       270.00000       180000.00      3.93199996E-04  0.13305499       10.130000    
  0.40000001      0.40000001       195.00000       160000.00      3.32299998E-04  0.12281999       16.920000    
  0.34000000      0.20000000       110.00000       140000.00      2.83700007E-04  0.11258499       24.670000    
  0.28000000      5.00000007E-02   60.000000       120000.00      2.44299998E-04  9.72324982E-02   33.560001    
  0.23999999      4.99999989E-03   40.000000       94000.000      2.11999999E-04  6.14099950E-02   41.480000    
  0.20000000      5.00000024E-04   35.000000       72500.000      1.85099998E-04  3.07049975E-02   50.000000    
