          50
   11940.000      2.41199993E-02   330.00000       209000.00      0.31000000       1.7399499      0.15000001    
   8701.0000      2.94000003E-02   330.00000       209000.00      0.31000000       1.7399499      0.14500000    
   6750.0000      3.37899998E-02   330.00000       209000.00      0.31000000       1.7399499      0.13990000    
   4820.0000      3.88699993E-02   330.00000       209000.00      0.31000000       1.7399499      0.13490000    
   3380.0000      4.47800010E-02   330.00000       209000.00      0.30790001       1.7368795      0.13120000    
   2218.0000      5.32799996E-02   330.00000       209000.00      0.30239999       1.7266445      0.13030000    
   1330.0000      6.56400025E-02   330.00000       209000.00      0.29060000       1.7112920      0.12880000    
   797.09998      7.73800015E-02   330.00000       209000.00      0.28220001       1.6877515      0.12470000    
   399.60001      9.11400020E-02   330.00000       209000.00      0.27590001       1.6672814      0.11850000    
   130.00000      0.14200000       330.00000       209000.00      0.27030000       1.6529524      0.10940000    
   42.400002      0.18900000       330.00000       209000.00      0.26510000       1.6161064      9.96199995E-02
   13.300000      0.30500001       330.00000       209000.00      0.25999999       1.5782371      8.96399990E-02
   6.0000000      0.41000000       330.00000       209000.00      0.25490001       1.5413910      7.81399980E-02
   4.4499998      0.50000000       330.00000       209000.00      0.24940000       1.5055684      6.37400001E-02
   4.0000000      0.60000002       330.00000       209000.00      0.24330001       1.4676989      5.02500013E-02
   4.0000000      0.69999999       330.00000       209000.00      0.23549999       1.4216415      3.94099988E-02
   4.0000000      0.85000002       330.00000       209000.00      0.22820000       1.3735369      3.06899995E-02
   4.0500002      1.00000000       330.00000       209000.00      0.21789999       1.3203149      2.48900000E-02
   4.3000002       1.3000000       330.00000       209000.00      0.20350000       1.2589049      1.96599998E-02
   4.5000000       1.7000000       330.00000       209000.00      0.18170001       1.1841894      1.54900001E-02
   4.5999999       2.0999999       330.00000       209000.00      0.15670000       1.0971920      1.33100003E-02
   4.6999998       2.7000000       330.00000       209000.00      0.13500001       1.0135720      1.23199997E-02
   4.8000002       3.3000000       330.00000       209000.00      0.12180000      0.93854946      1.23199997E-02
   4.8299999       3.7000000       330.00000       209000.00      0.11020000      0.87754887      1.30700003E-02
   4.8499999       4.1999998       330.00000       209000.00      9.89300013E-02  0.82013053      1.40000004E-02
   4.9000001       4.5000000       330.00000       209000.00      8.77500027E-02  0.76527089      1.51000004E-02
   4.9499998       5.3000002       330.00000       209000.00      7.32700005E-02  0.71194655      1.64899994E-02
   5.0000000       5.6999998       330.00000       209000.00      5.94099984E-02  0.65933871      1.80799998E-02
   5.0000000       6.9000001       330.00000       209000.00      4.15400006E-02  0.60263681      1.99699998E-02
   5.0000000       7.6999998       330.00000       209000.00      3.03199999E-02  0.53631395      2.18300000E-02
   5.0000000       7.8000002       330.00000       209000.00      1.94899999E-02  0.46118909      2.34299991E-02
   5.0000000       7.0000000       330.00000       209000.00      1.27400002E-02  0.37951377      2.49600001E-02
   5.0000000       5.4000001       330.00000       209000.00      9.00099985E-03  0.30623120      2.64699999E-02
   5.0000000       4.1999998       330.00000       209000.00      6.28599990E-03  0.25024575      2.80900002E-02
   5.0000000       3.2000000       330.00000       209000.00      4.55799978E-03  0.20469999      2.99900007E-02
   4.9499998       2.5000000       330.00000       209000.00      2.79500009E-03  0.16990098      3.22000012E-02
   4.8499999       1.7000000       330.00000       209000.00      1.76500005E-03  0.15352499      3.64999995E-02
   4.5000000       1.2000000       330.00000       209000.00      1.21400005E-03  0.15352499      4.58899997E-02
   4.0000000      0.80000001       330.00000       209000.00      8.86599999E-04  0.15352499      6.37499988E-02
   3.3000000      0.40000001       330.00000       209000.00      6.75600022E-04  0.15352499      0.11760000    
   2.7000000      0.20000000       330.00000       209000.00      5.53800026E-04  0.15352499      0.30329999    
   2.0000000      0.18000001       328.00000       209000.00      4.64899989E-04  0.15352499      0.78939998    
   1.3300000      0.64999998       320.00000       200000.00      3.97900003E-04  0.15352499       1.8230000    
  0.85000002      0.89999998       310.00000       190000.00      3.45900015E-04  0.14329000       3.4020000    
  0.54000002      0.80000001       270.00000       180000.00      3.04699992E-04  0.13305499       5.9159999    
  0.40000001      0.40000001       195.00000       160000.00      2.71299999E-04  0.12281999       10.430000    
  0.34000000      0.20000000       110.00000       140000.00      2.43899995E-04  0.11258499       18.809999    
  0.28000000      5.00000007E-02   60.000000       120000.00      2.20999995E-04  9.72324982E-02   28.690001    
  0.23999999      4.99999989E-03   40.000000       94000.000      2.01699993E-04  6.14099950E-02   38.919998    
  0.20000000      5.00000024E-04   35.000000       72500.000      1.85099998E-04  3.07049975E-02   50.000000    
